Persistent Link,State,Title,LCCN,OCLC,ISSN,No. of Issues,First Issue Date,Last Issue Date,More Info
https://chroniclingamerica.loc.gov/lccn/sn83016810/issues/,Minnesota," The Appeal. [volume] (Saint Paul, Minn. ;) 1889-19?? ",sn83016810,10157486.0,2163-7075,1558.0,"Feb. 23, 1889","Nov. 24, 1923",https://chroniclingamerica.loc.gov/lccn/sn83016810/essays/
https://chroniclingamerica.loc.gov/lccn/sn90060760/issues/,Minnesota," Arbeidsmanden. [volume] (Fertile, Minn. ;) 1900-1901 ",sn90060760,1569118.0,2640-5962,45.0,"May 11, 1900","March 29, 1901",https://chroniclingamerica.loc.gov/lccn/sn90060760/essays/
https://chroniclingamerica.loc.gov/lccn/sn89064914/issues/,Minnesota," Askov American. [volume] (Askov, Pine County, Minn.) 1914-current ",sn89064914,1514464.0,2694-3522,1535.0," Sept. 17, 1914 ","Dec. 30, 1943",https://chroniclingamerica.loc.gov/lccn/sn89064914/essays/
https://chroniclingamerica.loc.gov/lccn/sn90059446/issues/,Minnesota," Backbone. [volume] (St. Paul, Minn. ;) 1897-1906 ",sn90059446,1764836.0,2694-3549,112.0,"Jan. 1, 1897","April 1, 1906",https://chroniclingamerica.loc.gov/lccn/sn90059446/essays/
https://chroniclingamerica.loc.gov/lccn/sn86063381/issues/,Minnesota," The Bemidji daily pioneer. [volume] (Bemidji, Minn.) 1904-1971 ",sn86063381,13870014.0,2163-4831,5828.0,"Jan. 30, 1904","Dec. 30, 1922",https://chroniclingamerica.loc.gov/lccn/sn86063381/essays/
https://chroniclingamerica.loc.gov/lccn/sn90059048/issues/,Minnesota," The Bemidji pioneer. [volume] (Bemidji, Beltrami County, Minn.) 1896-1917 ",sn90059048,21095854.0,2163-7342,173.0,"April 30, 1896","April 16, 1903",https://chroniclingamerica.loc.gov/lccn/sn90059048/essays/
https://chroniclingamerica.loc.gov/lccn/sn90059426/issues/,Minnesota," The call of the North. [volume] (St. Paul, Minn.) 1923-1924 ",sn90059426,1716017.0,2694-3670,29.0,"July 27, 1923","Feb. 15, 1924",https://chroniclingamerica.loc.gov/lccn/sn90059426/essays/
https://chroniclingamerica.loc.gov/lccn/sn90060976/issues/,Minnesota," The Catholic bulletin. [volume] (St. Paul, Minn.) 1911-1995 ",sn90060976,1553534.0,2694-3751,626.0,"Jan. 7, 1911","Dec. 30, 1922",https://chroniclingamerica.loc.gov/lccn/sn90060976/essays/
https://chroniclingamerica.loc.gov/lccn/2020271953/issues/,Minnesota," The Chippeway herald. [volume] (White Earth, Minn.) 1902-19?? ",2020271953,32145924.0,,63.0,"Jan. 1, 1902","May 1, 1909",https://chroniclingamerica.loc.gov/lccn/2020271953/essays/
https://chroniclingamerica.loc.gov/lccn/sn90060625/issues/,Minnesota," The Cook County herald. [volume] (Grand Marais, Minn.) 1893-1909 ",sn90060625,1565033.0,2332-7472,712.0,"June 24, 1893","Dec. 14, 1907",https://chroniclingamerica.loc.gov/lccn/sn90060625/essays/
https://chroniclingamerica.loc.gov/lccn/sn83016544/issues/,Minnesota," The Cook County news-herald. [volume] (Grand Marais, Cook County, Minn.) 1909-current ",sn83016544,1565034.0,2329-5309,389.0,"May 6, 1915","Dec. 28, 1922",https://chroniclingamerica.loc.gov/lccn/sn83016544/essays/
https://chroniclingamerica.loc.gov/lccn/sn83025287/issues/,Minnesota," Daily globe. [volume] (St. Paul, Minn.) 1878-1884 ",sn83025287,9370150.0,1943-8990,2216.0,"Jan. 15, 1878","Feb. 9, 1884",https://chroniclingamerica.loc.gov/lccn/sn83025287/essays/
https://chroniclingamerica.loc.gov/lccn/sn84035804/issues/,Minnesota," The daily Minnesota pioneer. [volume] (St. Paul, Minn.) 1854-1855 ",sn84035804,11315432.0,2694-3786,446.0,"May 1, 1854","Oct. 30, 1855",https://chroniclingamerica.loc.gov/lccn/sn84035804/essays/
https://chroniclingamerica.loc.gov/lccn/sn90059049/issues/,Minnesota," The daily pioneer. [volume] (Bemidji, Beltrami Co., Minn.) 1903-1904 ",sn90059049,1519496.0,2163-7350,215.0,"April 20, 1903","Jan. 29, 1904",https://chroniclingamerica.loc.gov/lccn/sn90059049/essays/
https://chroniclingamerica.loc.gov/lccn/sn93099999/issues/,Minnesota," Dakota tawaxitku kin, or, The Dakota friend. [volume] (Saint Paul, Minn.) 1850-1852 ",sn93099999,1644692.0,2640-5989,22.0,"Nov. 1, 1850","Aug. 1, 1852",https://chroniclingamerica.loc.gov/lccn/sn93099999/essays/
https://chroniclingamerica.loc.gov/lccn/sn90059142/issues/,Minnesota," The Duluth rip-saw. [volume] (Duluth, Minn.) 1917-19?? ",sn90059142,1567064.0,2694-3859,89.0,"March 24, 1917","Oct. 25, 1924",https://chroniclingamerica.loc.gov/lccn/sn90059142/essays/
https://chroniclingamerica.loc.gov/lccn/sn83045239/issues/,Minnesota," Echo de l&#39;ouest. [volume] (Minneapolis, Minn.) 1883-1929 ",sn83045239,1567316.0,1049-6998,1933.0,"Jan. 14, 1885","Dec. 29, 1922",https://chroniclingamerica.loc.gov/lccn/sn83045239/essays/
https://chroniclingamerica.loc.gov/lccn/sn90059182/issues/,Minnesota," The Ely miner. [volume] (Ely, Minn.) 1895-1986 ",sn90059182,1567812.0,,2520.0,"July 24, 1895","Dec. 30, 1943",https://chroniclingamerica.loc.gov/lccn/sn90059182/essays/
https://chroniclingamerica.loc.gov/lccn/sn84024825/issues/,Minnesota," The emigrant aid journal of Minnesota. [volume] (Nininger City, Minn. Terr. [i.e. Minn.]) 1856-1858 ",sn84024825,1567829.0,2694-4103,31.0,"Dec. 1, 1856","May 5, 1858",https://chroniclingamerica.loc.gov/lccn/sn84024825/essays/
https://chroniclingamerica.loc.gov/lccn/sn90059904/issues/,Minnesota," Felt raabet. [volume] (Minneapolis, Minn.) 1887-1889 ",sn90059904,1757617.0,2694-412X,91.0,"May 13, 1887","Feb. 22, 1889",https://chroniclingamerica.loc.gov/lccn/sn90059904/essays/
https://chroniclingamerica.loc.gov/lccn/sn83025227/issues/,Minnesota," Fergus Falls ugeblad. [volume] (Fergus Falls, Minn.) 1882-1938 ",sn83025227,1569110.0,2640-6012,1931.0,"Jan. 6, 1886","Dec. 27, 1922",https://chroniclingamerica.loc.gov/lccn/sn83025227/essays/
https://chroniclingamerica.loc.gov/lccn/sn89064940/issues/,Minnesota," Der fortschritt. [volume] (New Ulm, Minn.) 1891-1915 ",sn89064940,1759988.0,2374-8613,330.0,"March 26, 1891","Dec. 29, 1897",https://chroniclingamerica.loc.gov/lccn/sn89064940/essays/
https://chroniclingamerica.loc.gov/lccn/sn89064562/issues/,Minnesota," The Goodhue volunteer. [volume] (Red Wing, Goodhue County, Minn.) 1861-1864 ",sn89064562,1751324.0,2326-6481,114.0,"Feb. 19, 1862","Aug. 31, 1864",https://chroniclingamerica.loc.gov/lccn/sn89064562/essays/
https://chroniclingamerica.loc.gov/lccn/sn85025567/issues/,Minnesota," The Grange advance. [volume] (Red Wing, Minn.) 1873-1877 ",sn85025567,11798339.0,2326-6341,191.0,"Oct. 15, 1873","Aug. 1, 1877",https://chroniclingamerica.loc.gov/lccn/sn85025567/essays/
https://chroniclingamerica.loc.gov/lccn/sn90059299/issues/,Minnesota," The great West. [volume] (St. Paul, Minn.) 1889-18?? ",sn90059299,1588359.0,2694-4162,222.0,"Oct. 18, 1889","Feb. 2, 1894",https://chroniclingamerica.loc.gov/lccn/sn90059299/essays/
https://chroniclingamerica.loc.gov/lccn/sn90059959/issues/,Minnesota," The Irish standard. [volume] (Minneapolis, Minn. ;) 1886-1920 ",sn90059959,1639642.0,2475-2894,1769.0,"April 17, 1886","June 19, 1920",https://chroniclingamerica.loc.gov/lccn/sn90059959/essays/
https://chroniclingamerica.loc.gov/lccn/sn90060821/issues/,Minnesota," Katolik. (Winona, Minn.) 1893-1895 ",sn90060821,22701345.0,2576-9006,111.0,"June 1, 1893","Aug. 1, 1895",https://chroniclingamerica.loc.gov/lccn/sn90060821/essays/
https://chroniclingamerica.loc.gov/lccn/sn78000395/issues/,Minnesota," The labor world. [volume] (Duluth, Minn.) 1896-current ",sn78000395,1696219.0,0023-6667,1348.0,"April 11, 1896","Dec. 30, 1922",https://chroniclingamerica.loc.gov/lccn/sn78000395/essays/
https://chroniclingamerica.loc.gov/lccn/sn89064515/issues/,Minnesota," Little Falls herald. [volume] (Little Falls, Morrison County, Minn.) 1889-1950 ",sn89064515,1756032.0,2332-7367,1300.0,"April 21, 1893","Dec. 29, 1922",https://chroniclingamerica.loc.gov/lccn/sn89064515/essays/
https://chroniclingamerica.loc.gov/lccn/sn89064525/issues/,Minnesota," Little Falls transcript. [volume] (Little Falls, Morrison County, Minn.) 1876-1894 ",sn89064525,1588507.0,2332-7391,537.0,"March 21, 1878","April 27, 1894",https://chroniclingamerica.loc.gov/lccn/sn89064525/essays/
https://chroniclingamerica.loc.gov/lccn/sn89064526/issues/,Minnesota," Little Falls weekly transcript. (Little Falls, Morrison Co., Minn.) 1894-19?? ",sn89064526,20739044.0,2332-743X,505.0,"May 4, 1894","Jan. 18, 1901",https://chroniclingamerica.loc.gov/lccn/sn89064526/essays/
https://chroniclingamerica.loc.gov/lccn/sn83016589/issues/,Minnesota," The Mankato free press. [volume] (Mankato, Blue Earth County, Minn.) 1879-1924 ",sn83016589,1696355.0,,2144.0,"Oct. 31, 1879","Dec. 28, 1923",https://chroniclingamerica.loc.gov/lccn/sn83016589/essays/
https://chroniclingamerica.loc.gov/lccn/sn83045366/issues/,Minnesota," The Minneapolis journal. [volume] (Minneapolis, Minn.) 1888-1939 ",sn83045366,1757631.0,2151-3953,1945.0,"Jan. 1, 1901","Dec. 31, 1906",https://chroniclingamerica.loc.gov/lccn/sn83045366/essays/
https://chroniclingamerica.loc.gov/lccn/sn83025247/issues/,Minnesota," Minneapolis spokesman. [volume] (Minneapolis, Minn.) 1934-2000 ",sn83025247,1715036.0,,1521.0,"Aug. 10, 1934","Dec. 26, 1963",https://chroniclingamerica.loc.gov/lccn/sn83025247/essays/
https://chroniclingamerica.loc.gov/lccn/sn83045534/issues/,Minnesota," Minneapolis tidende. [volume] (Minneapolis, Minn.) 1895-1935 ",sn83045534,9509933.0,2640-6039,468.0,"Jan. 1, 1914","Dec. 28, 1922",https://chroniclingamerica.loc.gov/lccn/sn83045534/essays/
https://chroniclingamerica.loc.gov/lccn/sn90059395/issues/,Minnesota," Die Minnesota deutsche Zeitung. [volume] (Saint Paul, M.T. [Minn.]) 1855-1858 ",sn90059395,1639309.0,,17.0,"Aug. 1, 1857","May 22, 1858",https://chroniclingamerica.loc.gov/lccn/sn90059395/essays/
https://chroniclingamerica.loc.gov/lccn/sn90059391/issues/,Minnesota," The Minnesota fiery cross. (St. Paul, Minn.) 1924-19?? ",sn90059391,23468031.0,2694-3735,15.0,"Feb. 22, 1924","May 30, 1924",https://chroniclingamerica.loc.gov/lccn/sn90059391/essays/
https://chroniclingamerica.loc.gov/lccn/sn83025241/issues/,Minnesota," The Minnesota pioneer. [volume] (St. Paul, Minn. Territory) 1849-1855 ",sn83025241,9342230.0,2694-4189,261.0,"April 28, 1849","April 27, 1854",https://chroniclingamerica.loc.gov/lccn/sn83025241/essays/
https://chroniclingamerica.loc.gov/lccn/sn89064413/issues/,Minnesota," Minnesota posten. [volume] (Red Wing, Minnesota) 1857-1858 ",sn89064413,6060305.0,2640-6063,24.0,"Nov. 7, 1857","Oct. 13, 1858",https://chroniclingamerica.loc.gov/lccn/sn89064413/essays/
https://chroniclingamerica.loc.gov/lccn/sn84031595/issues/,Minnesota," Minnesota Staats-Zeitung. [volume] (Saint Paul, Minn.) 1858-1877 ",sn84031595,1713829.0,2372-8647,714.0,"July 24, 1858","Dec. 26, 1872",https://chroniclingamerica.loc.gov/lccn/sn84031595/essays/
https://chroniclingamerica.loc.gov/lccn/sn83045299/issues/,Minnesota," Minnesota stats tidning. [volume] (St. Paul, Minn. ;) 1895-1939 ",sn83045299,1644784.0,2640-8600,399.0,"Oct. 30, 1895","June 17, 1903",https://chroniclingamerica.loc.gov/lccn/sn83045299/essays/
https://chroniclingamerica.loc.gov/lccn/sn90059657/issues/,Minnesota," Minnesota stats tidning. (Minneapolis, Minn.) 1877-1882 ",sn90059657,21922139.0,2640-6098,269.0,"Jan. 4, 1877","March 7, 1882",https://chroniclingamerica.loc.gov/lccn/sn90059657/essays/
https://chroniclingamerica.loc.gov/lccn/sn85025594/issues/,Minnesota," Minnesota weekly times. [volume] (St. Paul, Minn.) 1854-1859 ",sn85025594,1758304.0,2694-4286,156.0,"May 23, 1854","May 23, 1857",https://chroniclingamerica.loc.gov/lccn/sn85025594/essays/
https://chroniclingamerica.loc.gov/lccn/sn90059499/issues/,Minnesota," The Minnesotian. [volume] (St. Paul, Minn. Territory) 1851-1852 ",sn90059499,1758314.0,2694-4723,33.0," Sept. 17, 1851 ","May 1, 1852",https://chroniclingamerica.loc.gov/lccn/sn90059499/essays/
https://chroniclingamerica.loc.gov/lccn/sn90059424/issues/,Minnesota," Minnesotské noviny. [volume] (St. Paul, Minn.) 1904-19?? ",sn90059424,1758315.0,2640-8627,500.0,"Oct. 27, 1904","May 28, 1914",https://chroniclingamerica.loc.gov/lccn/sn90059424/essays/
https://chroniclingamerica.loc.gov/lccn/sn90060762/issues/,Minnesota," The mirror. (Stillwater, Minn.) 1894-1925 ",sn90060762,22502160.0,2694-4758,1548.0,"April 12, 1894","Dec. 27, 1923",https://chroniclingamerica.loc.gov/lccn/sn90060762/essays/
https://chroniclingamerica.loc.gov/lccn/sn91059394/issues/,Minnesota," Morris tribune. [volume] (Morris, Minn.) 1880-2000 ",sn91059394,1758728.0,2694-4952,2337.0,"April 8, 1880","Dec. 29, 1922",https://chroniclingamerica.loc.gov/lccn/sn91059394/essays/
https://chroniclingamerica.loc.gov/lccn/sn85025431/issues/,Minnesota," Mower County transcript. [volume] (Lansing, Minn.) 1868-1915 ",sn85025431,1758795.0,2332-7340,2244.0,"July 15, 1869","May 26, 1915",https://chroniclingamerica.loc.gov/lccn/sn85025431/essays/
https://chroniclingamerica.loc.gov/lccn/sn84024585/issues/,Minnesota," Narodni vestnik = National herald. [volume] (Duluth, Minn.) 1911-???? ",sn84024585,11166923.0,2640-9933,271.0,"Aug. 10, 1911","Dec. 30, 1914",https://chroniclingamerica.loc.gov/lccn/sn84024585/essays/
https://chroniclingamerica.loc.gov/lccn/sn89074444/issues/,Minnesota," The National leader. [volume] (Minneapolis, Minn.) 1921-1923 ",sn89074444,5306366.0,0027-9595,20.0,"Nov. 14, 1921","Dec. 1, 1922",https://chroniclingamerica.loc.gov/lccn/sn89074444/essays/
https://chroniclingamerica.loc.gov/lccn/sn91059360/issues/,Minnesota," The new era. [volume] (Sauk Rapids, Min. [i.e. Minn.]) 1860-1861 ",sn91059360,1605958.0,2694-5533,34.0,"Jan. 26, 1860","Nov. 29, 1860",https://chroniclingamerica.loc.gov/lccn/sn91059360/essays/
https://chroniclingamerica.loc.gov/lccn/sn85025556/issues/,Minnesota," New Ulm Post. [volume] (New-Ulm, Brown County, Minn.) 1864-1933 ",sn85025556,1715191.0,2572-0414,469.0,"Jan. 2, 1914","Dec. 29, 1922",https://chroniclingamerica.loc.gov/lccn/sn85025556/essays/
https://chroniclingamerica.loc.gov/lccn/sn89081128/issues/,Minnesota," New Ulm review. (New Ulm, Brown County, Minn.) 1892-1961 ",sn89081128,21010434.0,2326-7747,1570.0,"April 20, 1892","Dec. 27, 1922",https://chroniclingamerica.loc.gov/lccn/sn89081128/essays/
https://chroniclingamerica.loc.gov/lccn/sn89064939/issues/,Minnesota," New Ulm weekly review. [volume] (New Ulm, Minn.) 1878-1892 ",sn89064939,1759994.0,2166-8124,742.0,"Jan. 9, 1878","April 6, 1892",https://chroniclingamerica.loc.gov/lccn/sn89064939/essays/
https://chroniclingamerica.loc.gov/lccn/sn89074443/issues/,Minnesota," The nonpartisan leader. [volume] (Fargo, N.D.) 1915-1921 ",sn89074443,1638892.0,2469-3529,284.0," Sept. 23, 1915 ","Oct. 31, 1921",https://chroniclingamerica.loc.gov/lccn/sn89074443/essays/
https://chroniclingamerica.loc.gov/lccn/sn83045350/issues/,Minnesota," Der Nordstern. [volume] (St. Cloud, Minn.) 1874-1931 ",sn83045350,9447682.0,2372-2991,2378.0,"Feb. 17, 1876","Dec. 28, 1922",https://chroniclingamerica.loc.gov/lccn/sn83045350/essays/
https://chroniclingamerica.loc.gov/lccn/sn90059028/issues/,Minnesota," The Northern Pacific farmer. [volume] (Wadena, Minn.) 1878-1885 ",sn90059028,1769329.0,2332-7456,297.0,"July 17, 1879","Oct. 1, 1885",https://chroniclingamerica.loc.gov/lccn/sn90059028/essays/
https://chroniclingamerica.loc.gov/lccn/sn90060932/issues/,Minnesota," The northwestern bulletin-appeal. [volume] (St. Paul, Minn. ;) 1924-1925 ",sn90060932,1716490.0,2694-5622,74.0,"Jan. 12, 1924","Aug. 15, 1925",https://chroniclingamerica.loc.gov/lccn/sn90060932/essays/
https://chroniclingamerica.loc.gov/lccn/sn90060931/issues/,Minnesota," The northwestern bulletin. [volume] (St. Paul, Minn. ;) 1922-1924 ",sn90060931,1764889.0,2694-5576,96.0,"March 11, 1922","Jan. 5, 1924",https://chroniclingamerica.loc.gov/lccn/sn90060931/essays/
https://chroniclingamerica.loc.gov/lccn/sn90059960/issues/,Minnesota," The Northwestern standard. [volume] (Minneapolis, Minn.) 1885-1886 ",sn90059960,1715610.0,2475-2851,20.0,"Nov. 7, 1885","April 10, 1886",https://chroniclingamerica.loc.gov/lccn/sn90059960/essays/
https://chroniclingamerica.loc.gov/lccn/sn83016758/issues/,Minnesota," The Princeton union. [volume] (Princeton, Minn.) 1876-1976 ",sn83016758,1639425.0,2163-7059,1874.0,"June 1, 1877","Dec. 28, 1922",https://chroniclingamerica.loc.gov/lccn/sn83016758/essays/
