Persistent Link,State,Title,LCCN,OCLC,ISSN,No. of Issues,First Issue Date,Last Issue Date,More Info
https://chroniclingamerica.loc.gov/lccn/sn92070422/issues/,New Mexico," The Las Vegas weekly optic and stock grower. (Las Vegas, N.M.) 1898-190? ",sn92070422,26068453.0,2329-7603,78.0,"March 5, 1898","July 19, 1902",https://chroniclingamerica.loc.gov/lccn/sn92070422/essays/
https://chroniclingamerica.loc.gov/lccn/sn87090072/issues/,New Mexico," The Lincoln County leader. [volume] (White Oaks, Lincoln County, N.M.) 1882-189? ",sn87090072,15465838.0,2329-7565,503.0,"Oct. 21, 1882","Dec. 31, 1892",https://chroniclingamerica.loc.gov/lccn/sn87090072/essays/
https://chroniclingamerica.loc.gov/lccn/sn94005878/issues/,New Mexico," The Lovington leader. (Lovington, N.M.) 1910-1956 ",sn94005878,20574534.0,2375-7140,284.0,"April 7, 1911","June 8, 1917",https://chroniclingamerica.loc.gov/lccn/sn94005878/essays/
https://chroniclingamerica.loc.gov/lccn/sn87090075/issues/,New Mexico," The Mesilla Valley independent. [volume] (Mesilla, N.M.) 1877-1879 ",sn87090075,15470927.0,2474-9982,91.0,"Aug. 4, 1877","July 26, 1879",https://chroniclingamerica.loc.gov/lccn/sn87090075/essays/
https://chroniclingamerica.loc.gov/lccn/sn84020617/issues/,New Mexico," The morning journal. [volume] (Albuquerque, N.M.) 1884-1886 ",sn84020617,11252370.0,2375-7183,2.0,"Jan. 1, 1885","Feb. 28, 1885",https://chroniclingamerica.loc.gov/lccn/sn84020617/essays/
https://chroniclingamerica.loc.gov/lccn/sn92070567/issues/,New Mexico," The morning news. (Estancia, N.M.) 1911-1912 ",sn92070567,26868111.0,2379-0164,223.0,"April 4, 1911","Jan. 14, 1912",https://chroniclingamerica.loc.gov/lccn/sn92070567/essays/
https://chroniclingamerica.loc.gov/lccn/sn93061704/issues/,New Mexico," The Mountainair independent. (Mountainair, N.M.) 1916-1941 ",sn93061704,28726228.0,2375-7213,217.0," Sept. 28, 1916 ","Dec. 30, 1920",https://chroniclingamerica.loc.gov/lccn/sn93061704/essays/
https://chroniclingamerica.loc.gov/lccn/sn93061701/issues/,New Mexico," New Mexico state record. (Santa Fe, N.M.) 1914-19?? ",sn93061701,28642446.0,2472-2790,286.0,"July 14, 1916","Dec. 30, 1921",https://chroniclingamerica.loc.gov/lccn/sn93061701/essays/
https://chroniclingamerica.loc.gov/lccn/sn93061467/issues/,New Mexico," Las Nuevas de la Estancia. (Estancia, Nuevo Méjico) 1904-1908 ",sn93061467,27194574.0,2379-0199,116.0,"Oct. 21, 1904","April 3, 1908",https://chroniclingamerica.loc.gov/lccn/sn93061467/essays/
https://chroniclingamerica.loc.gov/lccn/sn94056869/issues/,New Mexico," El Nuevo mexicano. (Santa Fe, N.M.) 1890-1958 ",sn94056869,15473618.0,2472-2820,854.0,"Jan. 6, 1900"," Sept. 28, 1922 ",https://chroniclingamerica.loc.gov/lccn/sn94056869/essays/
https://chroniclingamerica.loc.gov/lccn/sn93061407/issues/,New Mexico," The old Abe eagle. (White Oaks, Lincoln County, N.M.) 189?-189? ",sn93061407,27872647.0,2375-7299,191.0,"Nov. 20, 1891","July 11, 1895",https://chroniclingamerica.loc.gov/lccn/sn93061407/essays/
https://chroniclingamerica.loc.gov/lccn/sn92070553/issues/,New Mexico," Red River prospector. (Red River, Taos County, N.M.) 1900-190? ",sn92070553,26710950.0,2330-3484,122.0,"April 25, 1901","Aug. 1, 1907",https://chroniclingamerica.loc.gov/lccn/sn92070553/essays/
https://chroniclingamerica.loc.gov/lccn/sn93061743/issues/,New Mexico," La Revista de Taos and the Taos cresset. [volume] (Taos, Nuevo México) 1905-1905 ",sn93061743,29516822.0,2375-7388,42.0,"Jan. 21, 1905","Nov. 4, 1905",https://chroniclingamerica.loc.gov/lccn/sn93061743/essays/
https://chroniclingamerica.loc.gov/lccn/sn94056834/issues/,New Mexico," La revista de Taos and the Taos Valley news. [volume] (Taos, Nuevo México) 190?-1905 ",sn94056834,29950094.0,2375-7345,2.0,"Jan. 7, 1905","Jan. 14, 1905",https://chroniclingamerica.loc.gov/lccn/sn94056834/essays/
https://chroniclingamerica.loc.gov/lccn/sn83045398/issues/,New Mexico," La revista de Taos. [volume] (Taos, Nuevo México) 1905-1922 ",sn83045398,9449309.0,2375-740X,594.0,"Nov. 11, 1905","Oct. 6, 1922",https://chroniclingamerica.loc.gov/lccn/sn83045398/essays/
https://chroniclingamerica.loc.gov/lccn/sn87090080/issues/,New Mexico," Rio Grande republican. (Las Cruces, N.M.) 1881-1914 ",sn87090080,15475625.0,2475-0026,76.0,"Nov. 3, 1888","Dec. 13, 1890",https://chroniclingamerica.loc.gov/lccn/sn87090080/essays/
https://chroniclingamerica.loc.gov/lccn/sn86063823/issues/,New Mexico," The Roswell daily record. [volume] (Roswell, N.M.) 1903-current ",sn86063823,13454297.0,2379-0210,2092.0," Sept. 1, 1903 ","June 30, 1910",https://chroniclingamerica.loc.gov/lccn/sn86063823/essays/
https://chroniclingamerica.loc.gov/lccn/sn92072386/issues/,New Mexico," The rustler. (Cerrillos, N.M.) 1891-1??? ",sn92072386,26717474.0,2379-0245,22.0,"July 24, 1891","Dec. 25, 1891",https://chroniclingamerica.loc.gov/lccn/sn92072386/essays/
https://chroniclingamerica.loc.gov/lccn/sn92070446/issues/,New Mexico," The San Juan County index. (Aztec, N.M.) 1890-19?? ",sn92070446,25959911.0,2329-762X,251.0,"July 24, 1890","Oct. 18, 1912",https://chroniclingamerica.loc.gov/lccn/sn92070446/essays/
https://chroniclingamerica.loc.gov/lccn/sn86063590/issues/,New Mexico," The San Juan times. (Farmington, N.M.) 1891-1900 ",sn86063590,13420224.0,2373-485X,83.0,"July 19, 1895","May 26, 1899",https://chroniclingamerica.loc.gov/lccn/sn86063590/essays/
https://chroniclingamerica.loc.gov/lccn/sn84020631/issues/,New Mexico," Santa Fe daily New Mexican. [volume] (Santa Fe, N.M.) 1885-1897 ",sn84020631,11276245.0,2474-4379,2752.0," Jan. 2, 1889 ","Dec. 31, 1897",https://chroniclingamerica.loc.gov/lccn/sn84020631/essays/
https://chroniclingamerica.loc.gov/lccn/sn88071076/issues/,New Mexico," Santa Fe gazette. [volume] (Santa Fe, N.M.) 1859-1864 ",sn88071076,17756262.0,2375-7531,140.0,"July 3, 1860"," Sept. 17, 1864 ",https://chroniclingamerica.loc.gov/lccn/sn88071076/essays/
https://chroniclingamerica.loc.gov/lccn/sn84020630/issues/,New Mexico," Santa Fe new Mexican. [volume] (Santa Fe, N.M.) 1898-1951 ",sn84020630,11276373.0,2474-4352,4908.0,"Jan. 3, 1898","Dec. 31, 1913",https://chroniclingamerica.loc.gov/lccn/sn84020630/essays/
https://chroniclingamerica.loc.gov/lccn/sn88071075/issues/,New Mexico," Santa Fe weekly gazette. [volume] (Santa Fe, N.M.) 185?-1859 ",sn88071075,17756281.0,2375-7507,106.0,"March 3, 1855","Dec. 25, 1858",https://chroniclingamerica.loc.gov/lccn/sn88071075/essays/
https://chroniclingamerica.loc.gov/lccn/sn84022165/issues/,New Mexico," The Santa Fe weekly gazette. [volume] (Santa Fe, N.M.T. [i.e. N.M.]) 1851-1854 ",sn84022165,2267451.0,2375-7434,73.0,"Nov. 6, 1852","July 15, 1854",https://chroniclingamerica.loc.gov/lccn/sn84022165/essays/
https://chroniclingamerica.loc.gov/lccn/sn84022168/issues/,New Mexico," Santa Fe weekly gazette. [volume] (Santa Fe, N.M.) 1864-1869 ",sn84022168,10319991.0,2375-7582,146.0," Sept. 24, 1864 "," Sept. 25, 1869 ",https://chroniclingamerica.loc.gov/lccn/sn84022168/essays/
https://chroniclingamerica.loc.gov/lccn/sn94057006/issues/,New Mexico," Sierra County advocate. [volume] (Kingston, N.M.) 1884-1960 ",sn94057006,30151809.0,2572-5718,1611.0,"Jan. 10, 1885","Dec. 28, 1917",https://chroniclingamerica.loc.gov/lccn/sn94057006/essays/
https://chroniclingamerica.loc.gov/lccn/sn92070455/issues/,New Mexico," The Socorro chieftain. (Socorro, Socorro County, N.M.) 1884-1890 ",sn92070455,26156587.0,2330-3441,39.0,"May 29, 1884"," Sept. 11, 1888 ",https://chroniclingamerica.loc.gov/lccn/sn92070455/essays/
https://chroniclingamerica.loc.gov/lccn/sn86090503/issues/,New Mexico," The Socorro chieftain. [volume] (Socorro, N.M.) 1902-1959 ",sn86090503,14938354.0,2329-7549,364.0,"Jan. 4, 1902","Dec. 26, 1908",https://chroniclingamerica.loc.gov/lccn/sn86090503/essays/
https://chroniclingamerica.loc.gov/lccn/sn86090456/issues/,New Mexico," Southwest-sentinel. [volume] (Silver City, N.M.) 1883-189? ",sn86090456,14911870.0,2329-6844,195.0,"July 5, 1892","May 19, 1896",https://chroniclingamerica.loc.gov/lccn/sn86090456/essays/
https://chroniclingamerica.loc.gov/lccn/sn92061524/issues/,New Mexico," The Spanish American. [volume] (Roy, Mora Co., N.M.) 19??-19?? ",sn92061524,25569298.0,2374-9857,509.0,"Feb. 6, 1905","Dec. 30, 1922",https://chroniclingamerica.loc.gov/lccn/sn92061524/essays/
https://chroniclingamerica.loc.gov/lccn/sn94057002/issues/,New Mexico," Taiban Valley news. [volume] (Taiban, Roosevelt County, N.M.) 19??-1922 ",sn94057002,29970246.0,2375-8716,138.0,"June 15, 1917","Dec. 30, 1921",https://chroniclingamerica.loc.gov/lccn/sn94057002/essays/
https://chroniclingamerica.loc.gov/lccn/sn93061711/issues/,New Mexico," The Tucumcari news and Tucumcari times. [volume] (Tucumcari, N.M.) 1907-1921 ",sn93061711,28738686.0,2166-9627,659.0,"Jan. 4, 1907","Dec. 27, 1919",https://chroniclingamerica.loc.gov/lccn/sn93061711/essays/
https://chroniclingamerica.loc.gov/lccn/sn93061709/issues/,New Mexico," The Tucumcari news. [volume] (Tucumcari, N.M.) 1905-1907 ",sn93061709,28738673.0,2166-9619,59.0,"Oct. 28, 1905","Jan. 12, 1907",https://chroniclingamerica.loc.gov/lccn/sn93061709/essays/
https://chroniclingamerica.loc.gov/lccn/sn83045436/issues/,New Mexico," La voz del pueblo. [volume] (Santa Fe, Nuevo México) 1889-192? ",sn83045436,9463837.0,2375-8740,1024.0,"Jan. 3, 1891","Dec. 27, 1919",https://chroniclingamerica.loc.gov/lccn/sn83045436/essays/
https://chroniclingamerica.loc.gov/lccn/sn92070405/issues/,New Mexico," Western liberal. (Lordsburg, N.M.) 1887-1919 ",sn92070405,26089311.0,2329-7581,936.0,"Jan. 4, 1889","June 28, 1918",https://chroniclingamerica.loc.gov/lccn/sn92070405/essays/
https://chroniclingamerica.loc.gov/lccn/sn87090065/issues/,New Mexico," White Oaks eagle. (White Oaks, N.M.) 189?-190? ",sn87090065,15464876.0,2375-8767,405.0,"July 18, 1895","Aug. 6, 1903",https://chroniclingamerica.loc.gov/lccn/sn87090065/essays/
https://chroniclingamerica.loc.gov/lccn/sn93061641/issues/,New Mexico," White Oaks golden era. (White Oaks, Lincoln County, N.M.) 188?-18?? ",sn93061641,28082108.0,2375-8805,30.0,"Dec. 13, 1883","July 3, 1884",https://chroniclingamerica.loc.gov/lccn/sn93061641/essays/
,,,,,,,,,
https://chroniclingamerica.loc.gov/lccn/sn85042252/issues/,New York," Black Republican and office-holder&#39;s journal. [volume] (New York, N.Y.) 18??-18?? ",sn85042252,12006614.0,,1.0,"Aug. 10, 1865","Aug. 10, 1865",https://chroniclingamerica.loc.gov/lccn/sn85042252/essays/
https://chroniclingamerica.loc.gov/lccn/sn84020097/issues/,New York," The daily worker. [volume] (Chicago, Ill.) 1924-1958 ",sn84020097,10341040.0,2769-4763,3483.0,"Jan. 13, 1924","Feb. 28, 1935",https://chroniclingamerica.loc.gov/lccn/sn84020097/essays/
https://chroniclingamerica.loc.gov/lccn/sn83030193/issues/,New York," The evening world. [volume] (New York, N.Y.) 1887-1931 ",sn83030193,9368601.0,1941-0654,14941.0,"Oct. 10, 1887","Dec. 30, 1922",https://chroniclingamerica.loc.gov/lccn/sn83030193/essays/
https://chroniclingamerica.loc.gov/lccn/sn83030483/issues/,New York,Gazette of the United-States. [volume] (New-York [N.Y.]) 1789-1793,sn83030483,9529277.0,2474-0942,462.0,"April 15, 1789"," Sept. 18, 1793 ",https://chroniclingamerica.loc.gov/lccn/sn83030483/essays/
https://chroniclingamerica.loc.gov/lccn/sn83030311/issues/,New York,The herald. [volume] (New York [N.Y.]) 1835-1837,sn83030311,9455120.0,2474-3178,174.0,"Jan. 1, 1836","May 20, 1837",https://chroniclingamerica.loc.gov/lccn/sn83030311/essays/
https://chroniclingamerica.loc.gov/lccn/sn83030312/issues/,New York,Morning herald. [volume] (New York [N.Y.]) 1837-1840,sn83030312,9467104.0,2474-3194,922.0,"May 22, 1837","Feb. 8, 1842",https://chroniclingamerica.loc.gov/lccn/sn83030312/essays/
https://chroniclingamerica.loc.gov/lccn/sn85026214/issues/,New York,New York dispatch. [volume] (New York [N.Y.]) 1863-1899,sn85026214,12090332.0,,1263.0,"July 5, 1863","Oct. 9, 1887",
https://chroniclingamerica.loc.gov/lccn/sn83027102/issues/,New York,The New York freeman. [volume] (New York [N.Y.]) 1884-1887,sn83027102,10126322.0,,1.0,"March 7, 1885","March 7, 1885",https://chroniclingamerica.loc.gov/lccn/sn83027102/essays/
https://chroniclingamerica.loc.gov/lccn/sn83030313/issues/,New York,The New York herald. [volume] (New York [N.Y.]) 1840-1920,sn83030313,9467138.0,2474-3224,13677.0,"Jan. 1, 1842","Jan. 31, 1920",https://chroniclingamerica.loc.gov/lccn/sn83030313/essays/
https://chroniclingamerica.loc.gov/lccn/sn83045774/issues/,New York," The New York herald. [volume] (New York, N.Y.) 1920-1924 ",sn83045774,9630227.0,2576-6953,819.0,"Oct. 1, 1920","Dec. 31, 1922",https://chroniclingamerica.loc.gov/lccn/sn83045774/essays/
https://chroniclingamerica.loc.gov/lccn/sn83030213/issues/,New York,New-York daily tribune. [volume] (New-York [N.Y.]) 1842-1866,sn83030213,9388331.0,2158-2661,7480.0,"April 22, 1842","April 9, 1866",https://chroniclingamerica.loc.gov/lccn/sn83030213/essays/
https://chroniclingamerica.loc.gov/lccn/sn83030364/issues/,New York,New-York dispatch. [volume] (New York [N.Y.]) 1854-1861,sn83030364,9510485.0,,270.0,"June 11, 1854","Nov. 9, 1861",
https://chroniclingamerica.loc.gov/lccn/sn83030212/issues/,New York,New-York tribune. [volume] (New-York [N.Y.]) 1841-1842,sn83030212,9388253.0,2166-1790,322.0,"April 10, 1841","April 21, 1842",https://chroniclingamerica.loc.gov/lccn/sn83030212/essays/
https://chroniclingamerica.loc.gov/lccn/sn83030214/issues/,New York,New-York tribune. [volume] (New York [N.Y.]) 1866-1924,sn83030214,9405688.0,1941-0646,19999.0,"April 10, 1866","Dec. 31, 1922",https://chroniclingamerica.loc.gov/lccn/sn83030214/essays/
https://chroniclingamerica.loc.gov/lccn/sn83027104/issues/,New York," The northern star and freemen&#39;s advocate. (Albany, N.Y.) 1842-18?? ",sn83027104,10126298.0,,11.0,"Feb. 3, 1842","Jan. 2, 1843",https://chroniclingamerica.loc.gov/lccn/sn83027104/essays/
https://chroniclingamerica.loc.gov/lccn/sn83035526/issues/,New York," Radnička borba = Workers&#39; struggle. [volume] ([New York, N.Y.]) 1907-1970 ",sn83035526,10001933.0,2641-015X,258.0,"Jan. 16, 1941","Jan. 17, 1946",https://chroniclingamerica.loc.gov/lccn/sn83035526/essays/
https://chroniclingamerica.loc.gov/lccn/sn84025829/issues/,New York,The ram&#39;s horn. [volume] (New York [N.Y.]) 1847-1848,sn84025829,10372036.0,,1.0,"Nov. 5, 1847","Nov. 5, 1847",https://chroniclingamerica.loc.gov/lccn/sn84025829/essays/
https://chroniclingamerica.loc.gov/lccn/sn86071738/issues/,New York," Rassvet = Dawn. (New York, N.Y.) 19??-1926 ",sn86071738,13918510.0,,210.0,"May 1, 1925","Dec. 31, 1925",https://chroniclingamerica.loc.gov/lccn/sn86071738/essays/
https://chroniclingamerica.loc.gov/lccn/sn83027094/issues/,New York,The rights of all. [volume] (New-York [N.Y.]) 1829-18??,sn83027094,10000851.0,,5.0,"May 29, 1829","Oct. 9, 1829",https://chroniclingamerica.loc.gov/lccn/sn83027094/essays/
https://chroniclingamerica.loc.gov/lccn/sn83030430/issues/,New York,The Sun and New York press. [volume] (New York [N.Y.]) 1916-1916,sn83030430,9510701.0,2330-3824,28.0,"July 3, 1916","July 30, 1916",https://chroniclingamerica.loc.gov/lccn/sn83030430/essays/
https://chroniclingamerica.loc.gov/lccn/sn83030273/issues/,New York,The Sun and the New York herald. [volume] (New York [N.Y.]) 1920-1920,sn83030273,9416945.0,2330-3794,243.0,"Feb. 1, 1920"," Sept. 30, 1920 ",https://chroniclingamerica.loc.gov/lccn/sn83030273/essays/
https://chroniclingamerica.loc.gov/lccn/sn83030272/issues/,New York,The sun. [volume] (New York [N.Y.]) 1833-1916,sn83030272,9406339.0,1940-7831,18980.0,"Oct. 1, 1859","July 2, 1916",https://chroniclingamerica.loc.gov/lccn/sn83030272/essays/
https://chroniclingamerica.loc.gov/lccn/sn83030431/issues/,New York,The sun. [volume] (New York [N.Y.]) 1916-1920,sn83030431,9517450.0,2166-1820,1281.0,"July 31, 1916","Jan. 31, 1920",https://chroniclingamerica.loc.gov/lccn/sn83030431/essays/
https://chroniclingamerica.loc.gov/lccn/sn85026213/issues/,New York,Sunday dispatch. [volume] (New York [N.Y.]) 1861-1863,sn85026213,12090293.0,,84.0,"Nov. 17, 1861","June 28, 1863",
https://chroniclingamerica.loc.gov/lccn/sn83030362/issues/,New York,Sunday dispatch. [volume] (New York [N.Y.]) 1845-1854,sn83030362,9466679.0,2576-6937,407.0,"Dec. 7, 1845","May 28, 1854",
https://chroniclingamerica.loc.gov/lccn/sn88078683/issues/,New York," The toiler. [volume] (Cleveland, Ohio) 1919-1922 ",sn88078683,12028633.0,2374-7064,85.0,"Jan. 7, 1920"," Sept. 3, 1921 ",https://chroniclingamerica.loc.gov/lccn/sn88078683/essays/
https://chroniclingamerica.loc.gov/lccn/sn83030179/issues/,New York,The weekly Anglo-African. [volume] (New York [N.Y.]) 1859-1861,sn83030179,9370610.0,,52.0,"July 23, 1859","July 14, 1860",https://chroniclingamerica.loc.gov/lccn/sn83030179/essays/
https://chroniclingamerica.loc.gov/lccn/sn99066040/issues/,New York,The weekly sun. (New York [N.Y.]) 1851-1869,sn99066040,42842812.0,2330-5789,111.0,"July 13, 1861","Dec. 30, 1865",https://chroniclingamerica.loc.gov/lccn/sn99066040/essays/
https://chroniclingamerica.loc.gov/lccn/sn90065027/issues/,New York," Workmen&#39;s advocate. (New Haven, Conn.) 1883-1891 ",sn90065027,21135098.0,2643-6329,268.0," Sept. 8, 1883 ","March 28, 1891",https://chroniclingamerica.loc.gov/lccn/sn90065027/essays/
,,,,,,,,,
https://chroniclingamerica.loc.gov/lccn/sn97064613/issues/,North Carolina," African expositor. [volume] (Raleigh, N.C.) 18??-18?? ",sn97064613,38892755.0,2766-5992,1.0,"Oct. 1, 1886","Oct. 1, 1886",
https://chroniclingamerica.loc.gov/lccn/sn84025826/issues/,North Carolina," Africo-American Presbyterian. [volume] (Wilmington, N.C.) 1879-1938 ",sn84025826,10354392.0,,1.0,"Dec. 21, 1899","Dec. 21, 1899",https://chroniclingamerica.loc.gov/lccn/sn84025826/essays/
https://chroniclingamerica.loc.gov/lccn/sn84020682/issues/,North Carolina," The Asheville citizen. [volume] (Asheville, N.C.) 1885-1889 ",sn84020682,11384051.0,2372-3157,547.0,"April 21, 1885","Jan. 19, 1889",
https://chroniclingamerica.loc.gov/lccn/sn91068076/issues/,North Carolina," Asheville daily citizen. [volume] (Asheville, N.C.) 1890-1900 ",sn91068076,24092175.0,2374-9792,1461.0,"April 1, 1890","Dec. 31, 1894",
https://chroniclingamerica.loc.gov/lccn/sn87070090/issues/,North Carolina," The banner-enterprise. [volume] (Wilmington, N.C.) 1883-18?? ",sn87070090,16117652.0,2576-6902,22.0,"April 19, 1883","Aug. 9, 1884",https://chroniclingamerica.loc.gov/lccn/sn87070090/essays/
https://chroniclingamerica.loc.gov/lccn/sn91068499/issues/,North Carolina," The Burke County news. [volume] (Morganton, N.C.) 1899-1901 ",sn91068499,24914998.0,2475-0778,103.0,"Jan. 13, 1899","Dec. 28, 1900",https://chroniclingamerica.loc.gov/lccn/sn91068499/essays/
https://chroniclingamerica.loc.gov/lccn/sn98058906/issues/,North Carolina," The Carolina news. [volume] (Forest City, N.C. ;) 1952-19?? ",sn98058906,38214323.0,2769-1438,1.0,"April 1, 1952","April 1, 1952",
https://chroniclingamerica.loc.gov/lccn/sn92072999/issues/,North Carolina," The Carolina tribune. [volume] (Raleigh, N.C.) 19??-1940 ",sn92072999,25587012.0,2769-1411,3.0,"March 2, 1935","June 3, 1939",https://chroniclingamerica.loc.gov/lccn/sn92072999/essays/
https://chroniclingamerica.loc.gov/lccn/sn84026488/issues/,North Carolina," Carolina watchman. [volume] (Salisbury, N.C.) 1871-1937 ",sn84026488,10467927.0,2688-7118,665.0,"Jan. 4, 1904","Jan. 29, 1937",https://chroniclingamerica.loc.gov/lccn/sn84026488/essays/
https://chroniclingamerica.loc.gov/lccn/sn91068245/issues/,North Carolina," The Caucasian. (Clinton, N.C.) 188?-1913 ",sn91068245,24090058.0,2375-8864,1152.0,"Feb. 28, 1889","May 15, 1913",
https://chroniclingamerica.loc.gov/lccn/sn92073229/issues/,North Carolina," The Chapel Hill weekly. [volume] (Chapel Hill, N.C.) 1923-1972 ",sn92073229,27098353.0,2766-6050,2533.0,"March 1, 1923","Dec. 29, 1963",
https://chroniclingamerica.loc.gov/lccn/sn91068247/issues/,North Carolina," The Charlotte Democrat. [volume] (Charlotte, N.C.) 1887-1897 ",sn91068247,24059259.0,2374-9830,525.0,"July 15, 1887","Oct. 7, 1897",
https://chroniclingamerica.loc.gov/lccn/sn84020713/issues/,North Carolina," The Charlotte Democrat. [volume] (Charlotte, N.C.) 1870-1881 ",sn84020713,11446512.0,2372-3181,552.0,"Dec. 22, 1870"," Sept. 30, 1881 ",
https://chroniclingamerica.loc.gov/lccn/sn84020714/issues/,North Carolina," Charlotte home and Democrat. [volume] (Charlotte, N.C.) 1881-1887 ",sn84020714,11446587.0,2372-322X,294.0,"Oct. 7, 1881","July 8, 1887",
https://chroniclingamerica.loc.gov/lccn/sn84020716/issues/,North Carolina," The Charlotte journal. [volume] (Charlotte, N.C.) 1835-1851 ",sn84020716,11446733.0,2474-4409,763.0,"Jan. 1, 1836","Dec. 17, 1851",https://chroniclingamerica.loc.gov/lccn/sn84020716/essays/
https://chroniclingamerica.loc.gov/lccn/sn91068242/issues/,North Carolina," Charlotte messenger. [volume] (Charlotte, Mecklenburg Co., N.C.) 1882-18?? ",sn91068242,23985198.0,2766-6085,152.0,"June 17, 1882","Jan. 5, 1889",
https://chroniclingamerica.loc.gov/lccn/sn83004710/issues/,North Carolina," Cherokee scout. [volume] (Murphy, N.C.) 188?-1961 ",sn83004710,10012322.0,0746-3987,15.0,"Oct. 21, 1890","Aug. 17, 1917",https://chroniclingamerica.loc.gov/lccn/sn83004710/essays/
https://chroniclingamerica.loc.gov/lccn/sn99061532/issues/,North Carolina," The coastland times with which is combined the pilot and herald of Belhaven and Swan Quarter. [volume] (Manteo, N.C.) 1959-1973 ",sn99061532,41643995.0,,161.0,"July 3, 1959","July 27, 1962",https://chroniclingamerica.loc.gov/lccn/sn99061532/essays/
https://chroniclingamerica.loc.gov/lccn/sn99061530/issues/,North Carolina," The coastland times. [volume] (Mnateo [i.e. Manteo], N.C.) 1947-1959 ",sn99061530,41643651.0,,443.0,"Jan. 5, 1951","June 26, 1959",https://chroniclingamerica.loc.gov/lccn/sn99061530/essays/
https://chroniclingamerica.loc.gov/lccn/sn92073908/issues/,North Carolina," The commonwealth. (Scotland Neck, N.C.) 1896-1929 ",sn92073908,25107331.0,2474-9931,1618.0,"June 18, 1896","Dec. 28, 1922",
https://chroniclingamerica.loc.gov/lccn/sn92073906/issues/,North Carolina," The commonwealth. (Scotland Neck, N.C.) 1882-1884 ",sn92073906,25107269.0,2474-9893,56.0,"Aug. 3, 1882","Oct. 4, 1883",
