Alabama, 1920, 222.52746826410294, 501.0
Alabama, 1921, 165.84308713674545, 501.0
Alabama, 1922, 183.38927280902863, 501.0
Alabama, 1923, 180.6400175690651, 501.0
Alabama, 1924, 190.2787805199623, 501.0
Alaska, 1920, 1045.463718175888, 2469.0
Alaska, 1921, 1089.425360918045, 2906.0
Alaska, 1922, 957.4432668685913, 2850.0
Alaska, 1923, 993.2637392878532, 2719.0
Alaska, 1924, 765.1907871961594, 2904.0
Alaska, 1925, 616.0540342926979, 2373.0
Alaska, 1926, 944.8920358419418, 3411.0
Alaska, 1927, 604.7791309952736, 2504.0
Alaska, 1928, 673.8840698599815, 2504.0
Alaska, 1929, 649.5523502826691, 2505.0
Alaska, 1930, 623.0901536345482, 2505.0
Alaska, 1931, 666.7311599254608, 2505.0
Alaska, 1932, 583.1592180728912, 2460.0
Alaska, 1933, 616.8022974729538, 1800.0
Alaska, 1934, 719.1297823190689, 1883.0
Alaska, 1935, 487.52018266916275, 1225.0
Alaska, 1936, 332.6115306019783, 704.0
Alaska, 1937, 282.37394869327545, 504.0
Alaska, 1938, 328.5672053694725, 721.0
Alaska, 1939, 192.07968217134476, 501.0
Alaska, 1940, 205.81914687156677, 501.0
Georgia, 1920, 846.358978509903, 2004.0
Georgia, 1921, 914.1748915314674, 2004.0
Georgia, 1922, 895.3678747415543, 2004.0
Georgia, 1923, 550.3994088172913, 1176.0
Georgia, 1924, 1206.4460545182228, 2004.0
Georgia, 1925, 521.7309321761131, 1002.0
Georgia, 1926, 295.7549290060997, 501.0
Georgia, 1927, 347.1548658013344, 501.0
Hawaii, 1920, 495.041929602623, 1002.0
Hawaii, 1921, 548.8882228732109, 1002.0
Hawaii, 1922, 387.36358880996704, 1002.0
Idaho, 1920, 3005.411419272423, 6755.0
Idaho, 1921, 2904.9333159327507, 6480.0
Idaho, 1922, 3204.7497381567955, 7014.0
Idaho, 1923, 2297.968405544758, 5010.0
Idaho, 1924, 1475.9495667815208, 3006.0
Idaho, 1925, 331.12154799699783, 1002.0
Illinois, 1924, 0.0, 0.0
Illinois, 1925, 0.0, 0.0
Illinois, 1926, 0.0, 0.0
Illinois, 1927, 0.3218684792518616, 44.0
Illinois, 1928, 14.978917300701141, 43.0
Illinois, 1929, 0.0, 0.0
Illinois, 1930, 0.0, 0.0
Illinois, 1931, 18.88900262117386, 35.0
Illinois, 1934, -1.6855065822601318, 32.0
Illinois, 1935, 34.189420998096466, 68.0
Illinois, 1936, 0.0, 0.0
Illinois, 1937, 0.0, 0.0
Illinois, 1938, 0.0, 0.0
Illinois, 1939, 0.0, 0.0
Illinois, 1940, 0.0, 0.0
Michigan, 1920, 823.9360770583153, 2004.0
Michigan, 1921, 847.502557694912, 2004.0
Michigan, 1922, 646.6171929836273, 2004.0
Michigan, 1923, 213.2200721502304, 501.0
Michigan, 1924, 240.0194399356842, 501.0
Michigan, 1933, 76.448126912117, 117.0
Michigan, 1934, 160.93427884578705, 501.0
Michigan, 1935, 530.8498538136482, 1002.0
Michigan, 1936, 554.3356211781502, 1002.0
Michigan, 1937, 374.02690929174423, 1002.0
Michigan, 1938, 510.0539466738701, 1503.0
Michigan, 1939, 855.2613561749458, 2004.0
Michigan, 1940, 917.8212432265282, 2004.0
Minnesota, 1920, 1942.990861237049, 4492.0
Minnesota, 1921, 1891.6957622766495, 4008.0
Minnesota, 1922, 1911.627329826355, 4509.0
Minnesota, 1923, 632.5767641067505, 2505.0
Minnesota, 1924, 486.4732675552368, 1737.0
Minnesota, 1925, 489.21460205316544, 1002.0
Minnesota, 1926, 595.1754890680313, 1002.0
Minnesota, 1927, 574.3131430149078, 1002.0
Minnesota, 1928, 521.434752702713, 1002.0
Minnesota, 1929, 473.62009447813034, 1002.0
Minnesota, 1930, 294.7907691001892, 501.0
Minnesota, 1931, 286.22903448343277, 501.0
Minnesota, 1932, 285.4902365207672, 501.0
Minnesota, 1933, 262.66835141181946, 501.0
Minnesota, 1934, 329.21087795495987, 501.0
Minnesota, 1935, 231.0337325334549, 501.0
Minnesota, 1936, 303.04443818330765, 501.0
Minnesota, 1937, 318.49855601787567, 501.0
Minnesota, 1938, 307.95849734544754, 501.0
Minnesota, 1939, 237.02657794952393, 501.0
Minnesota, 1940, 298.67681711912155, 501.0
New Mexico, 1920, 576.3536387085915, 2014.0
New Mexico, 1921, 912.364984035492, 2069.0
New Mexico, 1922, 245.02009332180023, 523.0
New York, 1920, 102.1273747086525, 1503.0
New York, 1921, 264.4120578765869, 1503.0
New York, 1922, 275.708222925663, 1503.0
New York, 1924, -68.71789002418518, 501.0
New York, 1925, 2.90496289730072, 501.0
New York, 1926, -6.774012923240662, 501.0
New York, 1927, 29.967596411705017, 501.0
New York, 1928, -42.66776931285858, 501.0
New York, 1929, 61.82539200782776, 501.0
New York, 1930, -15.646313667297363, 501.0
New York, 1931, -26.718197762966156, 501.0
New York, 1932, 31.245411157608032, 501.0
New York, 1933, -45.336242496967316, 501.0
New York, 1934, -8.798030257225037, 501.0
New York, 1935, 95.4701817035675, 501.0
North Carolina, 1920, 642.5040310025215, 2270.0
North Carolina, 1921, 579.3663959503174, 2501.0
North Carolina, 1922, 583.4508743286133, 2391.0
North Carolina, 1923, 315.00912219285965, 1002.0
North Carolina, 1924, 381.9955024123192, 979.0
North Carolina, 1925, 366.8903019428253, 1002.0
North Carolina, 1926, 321.78849190473557, 1002.0
North Carolina, 1927, 269.75773298740387, 501.0
North Carolina, 1928, 196.4847675561905, 501.0
North Carolina, 1929, 531.339093029499, 1037.0
North Carolina, 1930, 568.1755020022392, 1002.0
North Carolina, 1931, 613.7320407629013, 1503.0
North Carolina, 1932, 525.0315630435944, 1503.0
North Carolina, 1933, 441.47361582517624, 1503.0
North Carolina, 1934, 531.783235669136, 1503.0
North Carolina, 1935, 677.7158018350601, 1622.0
North Carolina, 1936, 745.7498894333839, 2004.0
North Carolina, 1937, 719.5044486522675, 2004.0
North Carolina, 1938, 547.8905726075172, 1002.0
North Carolina, 1939, 395.865316092968, 1100.0
North Carolina, 1940, 386.5973368883133, 1002.0
Ohio, 1920, -48.95142036676407, 501.0
Ohio, 1921, 94.82624685764313, 501.0
Ohio, 1939, 228.6856545805931, 316.0
Ohio, 1940, 339.8494620323181, 458.0
South Carolina, 1920, 0.0, 0.0
South Carolina, 1921, 151.98679947853088, 501.0
South Carolina, 1922, 71.80667954683304, 501.0
South Dakota, 1920, 2095.225154042244, 5511.0
South Dakota, 1921, 2081.1056092381477, 5511.0
South Dakota, 1922, 1601.4226340055466, 4437.0
South Dakota, 1923, 1108.1972808241844, 2505.0
South Dakota, 1924, 539.3783382773399, 1503.0
Tennessee, 1920, 4727.651777982712, 8551.0
Tennessee, 1921, 4760.742505908012, 9766.0
Tennessee, 1922, 2765.375938653946, 5133.0
Texas, 1920, 273.43359982967377, 563.0
Texas, 1921, 38.66578960418701, 113.0
Texas, 1922, 53.10051828622818, 77.0
Utah, 1924, 64.6007758975029, 85.0
Utah, 1925, 55.156998336315155, 102.0
Utah, 1926, 5.301751136779785, 19.0
Utah, 1927, 50.74483609199524, 101.0
Virginia, 1920, 321.56497901678085, 501.0
Virginia, 1921, 360.2006420493126, 501.0
Virginia, 1922, 303.42664873600006, 501.0
